"","yrrac","yrrdc","a40","a45","a50","a55","a60","a65","a70","a75","a80","a85","Years","Female","Complex","Home","Ltcare","Oplace","Black","cell"
"1",-0.677660393649889,-0.783113600859431,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,1
"2",-0.670674324707887,-0.800218560621401,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,1
"3",-0.865537410501074,-1.08681506179607,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,1
"4",-1.13713557066445,-1.50537761799703,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,1
"5",-1.20706248887179,-1.61728108989513,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
"6",-1.35718230761313,-1.7421877497238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7",-1.04914088892618,-1.27304319218826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"8",-1.07159366658195,-1.32236479158949,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"9",-1.14020144855012,-1.38629436111989,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"10",-1.09063776474934,-1.34290298306971,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
"11",-1.3258181339912,-1.92698452740344,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,0,2
"12",-1.25841733832556,-1.73834323666984,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,0,0,2
"13",-1.3368396405174,-1.89440311925196,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,2
"14",-1.33694051352064,-1.93524338125112,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,2
"15",-1.38811221292026,-2.06724626858602,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,2
"16",-1.5192868154398,-1.99635366163113,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"17",-1.30031550874445,-1.76823748734806,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
"18",-1.28464972797126,-1.74065480070167,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2
"19",-1.36430057997843,-1.80463913209172,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
"20",-1.24288057740469,-1.65705643030664,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2
"21",-0.146510325293294,0.00858374369139144,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,1,3
"22",-0.0792174548930507,0.0557851827663232,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,1,3
"23",-0.0674722477383236,0.0425596144187959,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,3
"24",-0.51228975287088,-0.557686320084177,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,3
"25",-0.587055403443573,-0.69815972238349,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,3
"26",-0.746381036881805,-0.869097804453852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"27",-0.388079798767478,-0.425035204302262,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
"28",-0.446667982465437,-0.470003629245736,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3
"29",-0.456837670063431,-0.475764315509171,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3
"30",-0.524551075544964,-0.582626051972061,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3
"31",-0.825074723602493,-0.945919045335997,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,0,1,4
"32",-0.653288305291835,-0.748857787573951,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,0,1,4
"33",-0.740425748912695,-0.880467359258736,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,0,1,4
"34",-1.00056488087738,-1.26124158735092,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,1,4
"35",-1.03362422830067,-1.36282522657904,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,4
"36",-1.13532830420638,-1.41019988197344,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
"37",-0.821716929128142,-0.94589511400586,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
"38",-0.898285744360541,-1.0481257712505,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,4
"39",-0.803987161982397,-0.920974581186581,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,4
"40",-0.843429383609283,-0.996068804270265,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,4
"41",0.573345980747325,0.731271238401684,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,0,0,5
"42",0.544173388912221,0.745491324480827,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,1,0,0,5
"43",0.257363596065359,0.388073365396295,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,0,5
"44",-0.383958902887201,-0.649918446009125,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,5
"45",-0.719464488877319,-0.864104978703585,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,5
"46",-0.942305971015391,-1.15098027418543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"47",-0.79025001097879,-0.960142614403004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
"48",-0.485117267055784,-0.578830352880048,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5
"49",-0.769998638659418,-0.976009966575777,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5
"50",-0.759636921828778,-0.987219051110497,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5
"51",-1.16057901241731,-1.69101789942652,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,1,0,0,6
"52",-1.08316796624064,-1.56024766824333,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,1,0,0,6
"53",-1.17351359684123,-1.65167067605737,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,1,0,0,6
"54",-1.39726339249046,-2.14196189866117,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,1,0,0,6
"55",-1.42767957728275,-2.2494752676801,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,6
"56",-1.64802790970397,-2.22462355152433,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6
"57",-1.54044504094715,-2.05204256749172,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6
"58",-1.83258146374831,-2.33648664466973,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,6
"59",-1.46283443824222,-2.05189158991161,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,6
"60",-1.73649679055301,-2.15056888569542,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,6
"61",0.733152515173645,1.27078147399805,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,0,1,7
"62",0.912580152477619,1.41855522333811,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,1,0,1,7
"63",1.03431793796271,1.5694325778204,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,1,7
"64",0.411854906206935,0.742627237823315,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,1,0,1,7
"65",0.0682082500265336,0.174941449496332,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,7
"66",0.00896866998276032,0.107630664192365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
"67",0.0891277798960073,0.084557388028063,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7
"68",0.408895643204954,0.495899973549315,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,7
"69",0.0837698830654587,0.159064694629687,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,7
"70",0.58525821854876,0.653406851910431,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,7
"71",0,0.023530497410194,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,1,0,1,8
"72",0.105360515657826,0.230016430601972,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,1,0,1,8
"73",-0.0870113769896298,0.0752234212375875,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,1,0,1,8
"74",-0.633249038978876,-0.693147180559945,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,1,0,1,8
"75",-0.583584978048419,-0.767255152713667,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,1,8
"76",-0.490206336563255,-0.623188591953035,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8
"77",-0.249811798396371,-0.27264419508724,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,8
"78",0,-0.0413852161628544,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,8
"79",-0.53062825106217,-0.569094531889967,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,8
"80",-0.32790687376229,-0.338773733609492,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,8
"81",-0.523491458688252,-0.580453214411033,1,0,0,0,0,0,0,0,0,0,-5,0,0,1,0,0,0,9
"82",-0.527973731441937,-0.593975239743007,1,0,0,0,0,0,0,0,0,0,-4,0,0,1,0,0,0,9
"83",-0.818119319788798,-0.940462252053578,1,0,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,9
"84",-1.23516209589944,-1.53015377026535,1,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,9
"85",-1.34091482491816,-1.64929240610928,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,9
"86",-1.42352151142204,-1.62638747074787,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"87",-1.1703643681032,-1.34943473622474,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9
"88",-1.12709844673918,-1.33694335369144,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,9
"89",-1.31076416650422,-1.52852287621126,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,9
"90",-1.27410918651497,-1.46352570905588,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,9
"91",-1.76321746588857,-2.2492983478538,1,0,0,0,0,0,0,0,0,0,-5,1,0,1,0,0,0,10
"92",-1.66129556367139,-2.04337374758617,1,0,0,0,0,0,0,0,0,0,-4,1,0,1,0,0,0,10
"93",-1.78153293744422,-2.33068400421641,1,0,0,0,0,0,0,0,0,0,-3,1,0,1,0,0,0,10
"94",-1.83781555537191,-2.41610372986397,1,0,0,0,0,0,0,0,0,0,-2,1,0,1,0,0,0,10
"95",-1.75214120642101,-2.3571306687341,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,10
"96",-1.87715455364018,-2.36864684367214,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10
"97",-1.70431509807708,-2.01957436704156,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,10
"98",-1.69359970475581,-1.98466313535255,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10
"99",-1.75349539406028,-2.0431994389064,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,10
"100",-1.71771283735958,-2.0547382269774,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,10
"101",-0.227578148382075,-0.258996924452922,1,0,0,0,0,0,0,0,0,0,-5,0,0,1,0,0,1,11
"102",-0.201045508060242,-0.204451418302057,1,0,0,0,0,0,0,0,0,0,-4,0,0,1,0,0,1,11
"103",-0.369655655411454,-0.457955290729561,1,0,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,1,11
"104",-0.683810044564005,-0.867500567704723,1,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,1,11
"105",-0.84313985023854,-0.954738049783937,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,11
"106",-0.972208509967819,-1.14362438745533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11
"107",-0.858661619037519,-0.95711272639441,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11
"108",-0.809045201520557,-0.961411167154625,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,11
"109",-0.711347885206792,-0.800588862421596,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,11
"110",-0.839363732711784,-0.940007258491471,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,11
"111",-1.01803180200877,-1.23353160656748,1,0,0,0,0,0,0,0,0,0,-5,1,0,1,0,0,1,12
"112",-0.936313647749263,-1.01637419043114,1,0,0,0,0,0,0,0,0,0,-4,1,0,1,0,0,1,12
"113",-0.885453626039604,-1.15457094231615,1,0,0,0,0,0,0,0,0,0,-3,1,0,1,0,0,1,12
"114",-1.36271341853098,-1.60713641544582,1,0,0,0,0,0,0,0,0,0,-2,1,0,1,0,0,1,12
"115",-1.35718627696182,-1.60282267331538,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,12
"116",-1.35921340251722,-1.5810384379124,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,12
"117",-1.30979832812978,-1.46056920853474,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,12
"118",-1.25080410401004,-1.46292758714081,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,12
"119",-1.26919044263732,-1.52939520476056,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,12
"120",-1.15442076059599,-1.30440182528917,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,12
"121",-0.621648898355765,-0.682164763891336,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,0,13
"122",-0.597638961345131,-0.63907995928967,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,1,0,13
"123",-0.853342457559919,-0.942408220029009,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,1,0,13
"124",-1.14396612341282,-1.29242120140478,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,0,13
"125",-1.13885440494654,-1.34210806883122,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,13
"126",-1.13303705288063,-1.29267957590081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"127",-0.820545674915771,-0.916909735298439,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13
"128",-0.806933636531843,-0.921617764299693,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,13
"129",-1.13150999217517,-1.26193734477141,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,13
"130",-1.04363015425076,-1.16637439076893,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,13
"131",-1.21598824107035,-1.51412773262978,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,1,0,14
"132",-1.15523118266762,-1.53108459818759,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,1,0,14
"133",-1.3890994120475,-1.55521635826746,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,1,0,14
"134",-1.26566637333128,-1.59440003506956,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,1,0,14
"135",-1.37861186494787,-1.64540306112762,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,14
"136",-1.75539182505718,-2.01866950333774,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
"137",-1.1551826401565,-1.36588548948868,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14
"138",-1.06941313397585,-1.30605693043922,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,14
"139",-1.36905255468538,-1.58696505658204,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,14
"140",-1.24532799000785,-1.51072193949494,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,14
"141",-0.138586163286147,-0.141078598259905,1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,1,15
"142",-0.0722335573593716,-0.0440953198652242,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,1,1,15
"143",-0.321204764490425,-0.367269510370128,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,1,1,15
"144",-0.395312736644146,-0.405465108108164,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,1,15
"145",-0.631271776841858,-0.753285539298479,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,15
"146",-0.562785362696702,-0.648695417989111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15
"147",-0.48311604233823,-0.550584115905075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15
"148",-0.753315702026398,-0.833293812303187,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,15
"149",-0.545822465803087,-0.627549898074132,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,15
"150",-0.582690184995635,-0.693147180559945,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,15
"151",-0.868500068037807,-1.0402015265117,1,0,0,0,0,0,0,0,0,0,-5,1,0,0,0,1,1,16
"152",-0.657807814114636,-0.796004565999653,1,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,1,1,16
"153",-0.8754687373539,-0.990981624475744,1,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,1,1,16
"154",-1.06170773173266,-1.14045939860361,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,1,1,16
"155",-0.919460306635434,-1.09861228866811,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,16
"156",-1.22644566017799,-1.50407739677627,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16
"157",-0.810930216216329,-1.04490810969625,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,16
"158",-0.816761136527122,-0.970530500811152,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,16
"159",-0.607204750759221,-0.699973145630345,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,16
"160",-0.85531393537544,-1.04355251148508,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,16
"161",-0.37778672068602,-0.811501528209016,1,0,0,0,0,0,0,0,0,0,-5,0,1,0,0,0,0,17
"162",-0.375336791816341,-0.899829454820083,1,0,0,0,0,0,0,0,0,0,-4,0,1,0,0,0,0,17
"163",-0.408338355747354,-1.07482104106279,1,0,0,0,0,0,0,0,0,0,-3,0,1,0,0,0,0,17
"164",-0.458338365184105,-1.23548462503972,1,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,17
"165",-0.44691299367427,-1.29033461974677,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,17
"166",-0.517042340057639,-1.14986854533274,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
"167",-0.586197471083349,-1.4356829096694,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17
"168",-0.527432250287122,-1.37213422122279,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,17
"169",-0.544719480144653,-1.40563732396302,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,17
"170",-0.59266025215686,-1.49336574118135,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,17
"171",-0.486992454832205,-1.63029986186324,1,0,0,0,0,0,0,0,0,0,-5,1,1,0,0,0,0,18
"172",-0.474725037948953,-1.51680649448258,1,0,0,0,0,0,0,0,0,0,-4,1,1,0,0,0,0,18
"173",-0.488492963346594,-1.61470108247837,1,0,0,0,0,0,0,0,0,0,-3,1,1,0,0,0,0,18
"174",-0.445743968732566,-1.67729538782974,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,18
"175",-0.463406731666081,-1.52242653544447,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,18
"176",-0.510223032605846,-1.51504740645243,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18
"177",-0.577881135912716,-1.67081319111051,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18
"178",-0.566659601571065,-1.61867348346718,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,18
"179",-0.543766526812868,-1.61750653916307,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,18
"180",-0.561223437306509,-1.60694103223551,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,18
"181",-0.192946092938244,-0.176290630108665,1,0,0,0,0,0,0,0,0,0,-5,0,1,0,0,0,1,19
"182",-0.209870392360575,-0.210535399237897,1,0,0,0,0,0,0,0,0,0,-4,0,1,0,0,0,1,19
"183",-0.245932283964677,-0.35301142004417,1,0,0,0,0,0,0,0,0,0,-3,0,1,0,0,0,1,19
"184",-0.306052959469822,-0.68924092559288,1,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,1,19
"185",-0.305381649551182,-0.640633877887684,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,19
"186",-0.349473503178587,-0.298314997188108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19
"187",-0.531195519679065,-1.08992916609465,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19
"188",-0.533971364530014,-0.942088424695296,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,19
"189",-0.500434746448275,-0.936807115480319,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,19
"190",-0.576467775961392,-1.10693699855414,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,19
"191",-0.406557407506773,-0.870828357797398,1,0,0,0,0,0,0,0,0,0,-5,1,1,0,0,0,1,20
"192",-0.419982392656883,-1.02524606460131,1,0,0,0,0,0,0,0,0,0,-4,1,1,0,0,0,1,20
"193",-0.39908490256557,-0.968559160419912,1,0,0,0,0,0,0,0,0,0,-3,1,1,0,0,0,1,20
"194",-0.453166458788888,-1.08821358144721,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,1,20
"195",-0.430344703990788,-1.1064379294995,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,20
"196",-0.449237999389546,-0.84655739385948,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,20
"197",-0.625769699687874,-1.47658981331071,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,20
"198",-0.592644258909564,-1.28757838818073,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,20
"199",-0.562497634310312,-1.29522618343465,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,20
"200",-0.644635529134271,-1.48421097159178,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,20
"201",0.156004248476581,0.187397709825815,1,0,0,0,0,0,0,0,0,0,-5,0,1,0,1,0,0,21
"202",0.177681177237452,0.32790687376229,1,0,0,0,0,0,0,0,0,0,-4,0,1,0,1,0,0,21
"203",0.0375984135570076,0.0215062052209637,1,0,0,0,0,0,0,0,0,0,-3,0,1,0,1,0,0,21
"204",-0.183962246251415,-0.726372828188266,1,0,0,0,0,0,0,0,0,0,-2,0,1,0,1,0,0,21
"205",-0.145182009844498,-0.8073395480856,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,21
"206",-0.309004841920602,-0.912895142873017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21
"207",-0.405465108108164,-1.62991644377764,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,21
"208",-0.366325199770894,-1.33123458393686,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,21
"209",-0.301830218417808,-1.15960680137095,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,21
"210",-0.216807732865124,-0.989412996703118,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,21
"211",-0.192593107115784,-1.23353160656748,1,0,0,0,0,0,0,0,0,0,-5,1,1,0,1,0,0,22
"212",-0.447767487798854,-1.78415486984284,1,0,0,0,0,0,0,0,0,0,-4,1,1,0,1,0,0,22
"213",-0.266628663253949,-1.17865499634165,1,0,0,0,0,0,0,0,0,0,-3,1,1,0,1,0,0,22
"214",-0.329479201130242,-1.4832866271072,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,22
"215",-0.302949544582569,-1.47181653455805,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,0,0,22
"216",-0.311779624030841,-1.38629436111989,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,22
"217",-0.428995605518358,-1.72616218674224,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,22
"218",-0.443096176325811,-1.48807705542983,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,22
"219",-0.662056593489914,-1.75642010278275,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,22
"220",-0.451985123743057,-1.42849471561027,1,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,22
"221",0.266109587197653,0.948039430188735,1,0,0,0,0,0,0,0,0,0,-5,0,1,0,1,0,1,23
"222",0.323787077093897,1.19213834667893,1,0,0,0,0,0,0,0,0,0,-4,0,1,0,1,0,1,23
"223",0.199865866444864,0.602633173019113,1,0,0,0,0,0,0,0,0,0,-3,0,1,0,1,0,1,23
"224",-0.0819171224678867,0.0190481949706944,1,0,0,0,0,0,0,0,0,0,-2,0,1,0,1,0,1,23
"225",0.0387145121806904,0.048790164169432,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,23
"226",-0.0130720815673528,0.517256514096281,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,23
"227",-0.247408173313841,-0.759105148351743,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,23
"228",-0.187211542088146,-0.394654192003949,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,23
"229",-0.231111720963387,-0.377294231141468,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,23
"230",-0.384845820905429,-0.847297860387204,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,23
"231",-0.0408219945202552,-0.405465108108164,1,0,0,0,0,0,0,0,0,0,-5,1,1,0,1,0,1,24
"232",-0.202524264111474,-0.559615787935423,1,0,0,0,0,0,0,0,0,0,-4,1,1,0,1,0,1,24
"233",-0.230523658611832,-0.444685821261446,1,0,0,0,0,0,0,0,0,0,-3,1,1,0,1,0,1,24
"234",-0.119801199812621,-0.494696241836107,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,1,24
"235",-0.349673748479749,-0.464305608131098,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,0,1,24
"236",-0.109199291964992,-0.0645385211375712,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,24
"237",-0.414943852062708,-1.15745278869104,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,24
"238",-0.645137961373585,-0.8754687373539,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,24
"239",-0.567984037605939,-1.90423745265475,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,24
"240",-0.227389842195661,-0.810930216216329,1,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,24
"241",-0.293847612495263,-0.361636884138983,1,0,0,0,0,0,0,0,0,0,-5,0,1,1,0,0,0,25
"242",-0.275342096216205,-0.457424847038875,1,0,0,0,0,0,0,0,0,0,-4,0,1,1,0,0,0,25
